Geographic area,Indicator,Sex,TIME_PERIOD,OBS_VALUE,Unit multiplier,Unit of measure
Jordan,Youth population from 15 to 24,Female,2021,1009.59,Thousands,Persons
Jordan,Youth population from 15 to 24,Female,2022,1022.477,Thousands,Persons
Jordan,Youth population from 15 to 24,Female,2023,1033.68,Thousands,Persons
Jordan,Youth population from 15 to 24,Male,2005,567.604,Thousands,Persons
Jordan,Youth population from 15 to 24,Male,2006,608.731,Thousands,Persons
Jordan,Youth population from 15 to 24,Male,2007,650.756,Thousands,Persons
Jordan,Youth population from 15 to 24,Male,2008,669.331,Thousands,Persons
Jordan,Youth population from 15 to 24,Male,2009,687.153,Thousands,Persons
Jordan,Youth population from 15 to 24,Male,2010,705.4,Thousands,Persons
Jordan,Youth population from 15 to 24,Male,2011,725.811,Thousands,Persons
Jordan,Youth population from 15 to 24,Male,2012,736.905,Thousands,Persons
Jordan,Youth population from 15 to 24,Male,2013,798.799,Thousands,Persons
Jordan,Youth population from 15 to 24,Male,2014,914.318,Thousands,Persons
Jordan,Youth population from 15 to 24,Male,2015,997.362,Thousands,Persons
Jordan,Youth population from 15 to 24,Male,2016,1028.179,Thousands,Persons
Jordan,Youth population from 15 to 24,Male,2017,1032.578,Thousands,Persons
Jordan,Youth population from 15 to 24,Male,2018,1036.05,Thousands,Persons
Jordan,Youth population from 15 to 24,Male,2019,1039.361,Thousands,Persons
Jordan,Youth population from 15 to 24,Male,2020,1043.613,Thousands,Persons
Jordan,Youth population from 15 to 24,Male,2021,1049.496,Thousands,Persons
Jordan,Youth population from 15 to 24,Male,2022,1054.755,Thousands,Persons
Jordan,Youth population from 15 to 24,Male,2023,1060.336,Thousands,Persons
Kazakhstan,Youth population from 15 to 24,Female,2005,1529.923,Thousands,Persons
Kazakhstan,Youth population from 15 to 24,Female,2006,1555.984,Thousands,Persons
Kazakhstan,Youth population from 15 to 24,Female,2007,1571.257,Thousands,Persons
Kazakhstan,Youth population from 15 to 24,Female,2008,1572.14,Thousands,Persons
Kazakhstan,Youth population from 15 to 24,Female,2009,1560.7,Thousands,Persons
Kazakhstan,Youth population from 15 to 24,Female,2010,1537.893,Thousands,Persons
Kazakhstan,Youth population from 15 to 24,Female,2011,1501.466,Thousands,Persons
Kazakhstan,Youth population from 15 to 24,Female,2012,1452.572,Thousands,Persons
Kazakhstan,Youth population from 15 to 24,Female,2013,1398.371,Thousands,Persons
Kazakhstan,Youth population from 15 to 24,Female,2014,1345.226,Thousands,Persons
Kazakhstan,Youth population from 15 to 24,Female,2015,1296.35,Thousands,Persons
Kazakhstan,Youth population from 15 to 24,Female,2016,1252.891,Thousands,Persons
Kazakhstan,Youth population from 15 to 24,Female,2017,1216.026,Thousands,Persons
Kazakhstan,Youth population from 15 to 24,Female,2018,1187.882,Thousands,Persons
Kazakhstan,Youth population from 15 to 24,Female,2019,1171.167,Thousands,Persons
Kazakhstan,Youth population from 15 to 24,Female,2020,1171.171,Thousands,Persons
Kazakhstan,Youth population from 15 to 24,Female,2021,1190.979,Thousands,Persons
Kazakhstan,Youth population from 15 to 24,Female,2022,1229.717,Thousands,Persons
Kazakhstan,Youth population from 15 to 24,Female,2023,1283.737,Thousands,Persons
Kazakhstan,Youth population from 15 to 24,Male,2005,1505.015,Thousands,Persons
Kazakhstan,Youth population from 15 to 24,Male,2006,1530.562,Thousands,Persons
Kazakhstan,Youth population from 15 to 24,Male,2007,1545.753,Thousands,Persons
Kazakhstan,Youth population from 15 to 24,Male,2008,1547.641,Thousands,Persons
Kazakhstan,Youth population from 15 to 24,Male,2009,1538.368,Thousands,Persons
Kazakhstan,Youth population from 15 to 24,Male,2010,1518.723,Thousands,Persons
Kazakhstan,Youth population from 15 to 24,Male,2011,1486.629,Thousands,Persons
Kazakhstan,Youth population from 15 to 24,Male,2012,1443.728,Thousands,Persons
Kazakhstan,Youth population from 15 to 24,Male,2013,1397.086,Thousands,Persons
Kazakhstan,Youth population from 15 to 24,Male,2014,1351.054,Thousands,Persons
Kazakhstan,Youth population from 15 to 24,Male,2015,1308.181,Thousands,Persons
Kazakhstan,Youth population from 15 to 24,Male,2016,1270.769,Thousands,Persons
Kazakhstan,Youth population from 15 to 24,Male,2017,1239.946,Thousands,Persons
Kazakhstan,Youth population from 15 to 24,Male,2018,1217.904,Thousands,Persons
Kazakhstan,Youth population from 15 to 24,Male,2019,1207.609,Thousands,Persons
Kazakhstan,Youth population from 15 to 24,Male,2020,1214.255,Thousands,Persons
Kazakhstan,Youth population from 15 to 24,Male,2021,1240.426,Thousands,Persons
Kazakhstan,Youth population from 15 to 24,Male,2022,1284.343,Thousands,Persons
Kazakhstan,Youth population from 15 to 24,Male,2023,1342.316,Thousands,Persons
Kuwait,Youth population from 15 to 24,Female,2005,169.762,Thousands,Persons
Kuwait,Youth population from 15 to 24,Female,2006,184.978,Thousands,Persons
Kuwait,Youth population from 15 to 24,Female,2007,200.412,Thousands,Persons
Kuwait,Youth population from 15 to 24,Female,2008,211.247,Thousands,Persons
Kuwait,Youth population from 15 to 24,Female,2009,217.2,Thousands,Persons
Kuwait,Youth population from 15 to 24,Female,2010,218.037,Thousands,Persons
Kuwait,Youth population from 15 to 24,Female,2011,214.678,Thousands,Persons
Kuwait,Youth population from 15 to 24,Female,2012,210.033,Thousands,Persons
Kuwait,Youth population from 15 to 24,Female,2013,206.554,Thousands,Persons
Kuwait,Youth population from 15 to 24,Female,2014,199.666,Thousands,Persons
Kuwait,Youth population from 15 to 24,Female,2015,193.352,Thousands,Persons
Kuwait,Youth population from 15 to 24,Female,2016,194.869,Thousands,Persons
Kuwait,Youth population from 15 to 24,Female,2017,199.911,Thousands,Persons
Kuwait,Youth population from 15 to 24,Female,2018,205.643,Thousands,Persons
Kuwait,Youth population from 15 to 24,Female,2019,211.609,Thousands,Persons
Kuwait,Youth population from 15 to 24,Female,2020,203.442,Thousands,Persons
Kuwait,Youth population from 15 to 24,Female,2021,194.147,Thousands,Persons
Kuwait,Youth population from 15 to 24,Female,2022,200.966,Thousands,Persons
Kuwait,Youth population from 15 to 24,Female,2023,211.103,Thousands,Persons
Kuwait,Youth population from 15 to 24,Male,2005,202.4,Thousands,Persons
Kuwait,Youth population from 15 to 24,Male,2006,213.363,Thousands,Persons
Kuwait,Youth population from 15 to 24,Male,2007,224.842,Thousands,Persons
Kuwait,Youth population from 15 to 24,Male,2008,231.856,Thousands,Persons
Kuwait,Youth population from 15 to 24,Male,2009,234.24,Thousands,Persons
Kuwait,Youth population from 15 to 24,Male,2010,232.193,Thousands,Persons
Kuwait,Youth population from 15 to 24,Male,2011,227.157,Thousands,Persons
Kuwait,Youth population from 15 to 24,Male,2012,222.428,Thousands,Persons
Kuwait,Youth population from 15 to 24,Male,2013,220.037,Thousands,Persons
Kuwait,Youth population from 15 to 24,Male,2014,217.912,Thousands,Persons
Kuwait,Youth population from 15 to 24,Male,2015,224.793,Thousands,Persons
Kuwait,Youth population from 15 to 24,Male,2016,233.551,Thousands,Persons
Kuwait,Youth population from 15 to 24,Male,2017,239.315,Thousands,Persons
Kuwait,Youth population from 15 to 24,Male,2018,250.892,Thousands,Persons
Kuwait,Youth population from 15 to 24,Male,2019,259.622,Thousands,Persons
Kuwait,Youth population from 15 to 24,Male,2020,239.812,Thousands,Persons
Kuwait,Youth population from 15 to 24,Male,2021,219.493,Thousands,Persons
Kuwait,Youth population from 15 to 24,Male,2022,229.256,Thousands,Persons
Kuwait,Youth population from 15 to 24,Male,2023,245.211,Thousands,Persons
Kyrgyzstan,Youth population from 15 to 24,Female,2005,580.131,Thousands,Persons
Kyrgyzstan,Youth population from 15 to 24,Female,2006,595.068,Thousands,Persons
Kyrgyzstan,Youth population from 15 to 24,Female,2007,606.221,Thousands,Persons
Kyrgyzstan,Youth population from 15 to 24,Female,2008,613.434,Thousands,Persons
Kyrgyzstan,Youth population from 15 to 24,Female,2009,616.35,Thousands,Persons
Kyrgyzstan,Youth population from 15 to 24,Female,2010,615.558,Thousands,Persons
Kyrgyzstan,Youth population from 15 to 24,Female,2011,611.024,Thousands,Persons
Kyrgyzstan,Youth population from 15 to 24,Female,2012,601.812,Thousands,Persons
Kyrgyzstan,Youth population from 15 to 24,Female,2013,590.204,Thousands,Persons
Kyrgyzstan,Youth population from 15 to 24,Female,2014,578.019,Thousands,Persons
Kyrgyzstan,Youth population from 15 to 24,Female,2015,564.999,Thousands,Persons
Kyrgyzstan,Youth population from 15 to 24,Female,2016,551.692,Thousands,Persons
Kyrgyzstan,Youth population from 15 to 24,Female,2017,539.35,Thousands,Persons
Kyrgyzstan,Youth population from 15 to 24,Female,2018,529.221,Thousands,Persons
Kyrgyzstan,Youth population from 15 to 24,Female,2019,522.31,Thousands,Persons
Kyrgyzstan,Youth population from 15 to 24,Female,2020,517.953,Thousands,Persons
Kyrgyzstan,Youth population from 15 to 24,Female,2021,517.105,Thousands,Persons
Kyrgyzstan,Youth population from 15 to 24,Female,2022,521.168,Thousands,Persons
Kyrgyzstan,Youth population from 15 to 24,Female,2023,529.319,Thousands,Persons
Kyrgyzstan,Youth population from 15 to 24,Male,2005,560.702,Thousands,Persons
Kyrgyzstan,Youth population from 15 to 24,Male,2006,577.8,Thousands,Persons
Kyrgyzstan,Youth population from 15 to 24,Male,2007,592.178,Thousands,Persons
Kyrgyzstan,Youth population from 15 to 24,Male,2008,602.881,Thousands,Persons
Kyrgyzstan,Youth population from 15 to 24,Male,2009,609.447,Thousands,Persons
Kyrgyzstan,Youth population from 15 to 24,Male,2010,613.173,Thousands,Persons
Kyrgyzstan,Youth population from 15 to 24,Male,2011,613.287,Thousands,Persons
Kyrgyzstan,Youth population from 15 to 24,Male,2012,608.61,Thousands,Persons
Kyrgyzstan,Youth population from 15 to 24,Male,2013,601.346,Thousands,Persons
Kyrgyzstan,Youth population from 15 to 24,Male,2014,591.366,Thousands,Persons
Kyrgyzstan,Youth population from 15 to 24,Male,2015,578.541,Thousands,Persons
Kyrgyzstan,Youth population from 15 to 24,Male,2016,565.018,Thousands,Persons
Kyrgyzstan,Youth population from 15 to 24,Male,2017,551.864,Thousands,Persons
Kyrgyzstan,Youth population from 15 to 24,Male,2018,540.641,Thousands,Persons
Kyrgyzstan,Youth population from 15 to 24,Male,2019,532.799,Thousands,Persons
Kyrgyzstan,Youth population from 15 to 24,Male,2020,527.403,Thousands,Persons
Kyrgyzstan,Youth population from 15 to 24,Male,2021,525.607,Thousands,Persons
Kyrgyzstan,Youth population from 15 to 24,Male,2022,529.196,Thousands,Persons
Kyrgyzstan,Youth population from 15 to 24,Male,2023,537.35,Thousands,Persons
Lao People's Democratic Republic,Youth population from 15 to 24,Female,2005,610.943,Thousands,Persons
Lao People's Democratic Republic,Youth population from 15 to 24,Female,2006,628.544,Thousands,Persons
Lao People's Democratic Republic,Youth population from 15 to 24,Female,2007,644.284,Thousands,Persons
Lao People's Democratic Republic,Youth population from 15 to 24,Female,2008,657.587,Thousands,Persons
Lao People's Democratic Republic,Youth population from 15 to 24,Female,2009,668.08,Thousands,Persons
Lao People's Democratic Republic,Youth population from 15 to 24,Female,2010,675.953,Thousands,Persons
Lao People's Democratic Republic,Youth population from 15 to 24,Female,2011,681.635,Thousands,Persons
Lao People's Democratic Republic,Youth population from 15 to 24,Female,2012,685.404,Thousands,Persons
Lao People's Democratic Republic,Youth population from 15 to 24,Female,2013,688.085,Thousands,Persons
Lao People's Democratic Republic,Youth population from 15 to 24,Female,2014,690.48,Thousands,Persons
Lao People's Democratic Republic,Youth population from 15 to 24,Female,2015,694.395,Thousands,Persons
Lao People's Democratic Republic,Youth population from 15 to 24,Female,2016,699.181,Thousands,Persons
Lao People's Democratic Republic,Youth population from 15 to 24,Female,2017,702.192,Thousands,Persons
Lao People's Democratic Republic,Youth population from 15 to 24,Female,2018,703.624,Thousands,Persons
Lao People's Democratic Republic,Youth population from 15 to 24,Female,2019,704.641,Thousands,Persons
Lao People's Democratic Republic,Youth population from 15 to 24,Female,2020,705.976,Thousands,Persons
Lao People's Democratic Republic,Youth population from 15 to 24,Female,2021,708.004,Thousands,Persons
Lao People's Democratic Republic,Youth population from 15 to 24,Female,2022,710.625,Thousands,Persons
Lao People's Democratic Republic,Youth population from 15 to 24,Female,2023,712.931,Thousands,Persons
Lao People's Democratic Republic,Youth population from 15 to 24,Male,2005,617.577,Thousands,Persons
Lao People's Democratic Republic,Youth population from 15 to 24,Male,2006,640.039,Thousands,Persons
Lao People's Democratic Republic,Youth population from 15 to 24,Male,2007,660.207,Thousands,Persons
Lao People's Democratic Republic,Youth population from 15 to 24,Male,2008,676.782,Thousands,Persons
Lao People's Democratic Republic,Youth population from 15 to 24,Male,2009,689.183,Thousands,Persons
Lao People's Democratic Republic,Youth population from 15 to 24,Male,2010,697.649,Thousands,Persons
Lao People's Democratic Republic,Youth population from 15 to 24,Male,2011,702.918,Thousands,Persons
Lao People's Democratic Republic,Youth population from 15 to 24,Male,2012,705.755,Thousands,Persons
Lao People's Democratic Republic,Youth population from 15 to 24,Male,2013,707.544,Thousands,Persons
Lao People's Democratic Republic,Youth population from 15 to 24,Male,2014,709.464,Thousands,Persons
Lao People's Democratic Republic,Youth population from 15 to 24,Male,2015,713.542,Thousands,Persons
Lao People's Democratic Republic,Youth population from 15 to 24,Male,2016,718.747,Thousands,Persons
Lao People's Democratic Republic,Youth population from 15 to 24,Male,2017,722.275,Thousands,Persons
Lao People's Democratic Republic,Youth population from 15 to 24,Male,2018,724.659,Thousands,Persons
Lao People's Democratic Republic,Youth population from 15 to 24,Male,2019,726.707,Thousands,Persons
Lao People's Democratic Republic,Youth population from 15 to 24,Male,2020,729.004,Thousands,Persons
Lao People's Democratic Republic,Youth population from 15 to 24,Male,2021,732.053,Thousands,Persons
Lao People's Democratic Republic,Youth population from 15 to 24,Male,2022,735.212,Thousands,Persons
Lao People's Democratic Republic,Youth population from 15 to 24,Male,2023,737.182,Thousands,Persons
Lebanon,Youth population from 15 to 24,Female,2005,443.462,Thousands,Persons
Lebanon,Youth population from 15 to 24,Female,2006,449.945,Thousands,Persons
Lebanon,Youth population from 15 to 24,Female,2007,456.235,Thousands,Persons
Lebanon,Youth population from 15 to 24,Female,2008,459.685,Thousands,Persons
Lebanon,Youth population from 15 to 24,Female,2009,460.041,Thousands,Persons
Lebanon,Youth population from 15 to 24,Female,2010,457.558,Thousands,Persons
Lebanon,Youth population from 15 to 24,Female,2011,454.882,Thousands,Persons
Lebanon,Youth population from 15 to 24,Female,2012,459.084,Thousands,Persons
Lebanon,Youth population from 15 to 24,Female,2013,494.32,Thousands,Persons
Lebanon,Youth population from 15 to 24,Female,2014,535.376,Thousands,Persons
Lebanon,Youth population from 15 to 24,Female,2015,533.338,Thousands,Persons
Lebanon,Youth population from 15 to 24,Female,2016,510.75,Thousands,Persons
Lebanon,Youth population from 15 to 24,Female,2017,492.647,Thousands,Persons
Lebanon,Youth population from 15 to 24,Female,2018,478.652,Thousands,Persons
Lebanon,Youth population from 15 to 24,Female,2019,468.504,Thousands,Persons
Lebanon,Youth population from 15 to 24,Female,2020,458.115,Thousands,Persons
Lebanon,Youth population from 15 to 24,Female,2021,446.675,Thousands,Persons
Lebanon,Youth population from 15 to 24,Female,2022,433.988,Thousands,Persons
Lebanon,Youth population from 15 to 24,Female,2023,419.362,Thousands,Persons
Lebanon,Youth population from 15 to 24,Male,2005,463.611,Thousands,Persons
Lebanon,Youth population from 15 to 24,Male,2006,470.213,Thousands,Persons
Lebanon,Youth population from 15 to 24,Male,2007,476.63,Thousands,Persons
Lebanon,Youth population from 15 to 24,Male,2008,480.185,Thousands,Persons
Lebanon,Youth population from 15 to 24,Male,2009,480.455,Thousands,Persons
Lebanon,Youth population from 15 to 24,Male,2010,477.719,Thousands,Persons
Lebanon,Youth population from 15 to 24,Male,2011,474.747,Thousands,Persons
Lebanon,Youth population from 15 to 24,Male,2012,478.9,Thousands,Persons
Lebanon,Youth population from 15 to 24,Male,2013,515.331,Thousands,Persons
Lebanon,Youth population from 15 to 24,Male,2014,557.663,Thousands,Persons
Lebanon,Youth population from 15 to 24,Male,2015,550.898,Thousands,Persons
Lebanon,Youth population from 15 to 24,Male,2016,521.407,Thousands,Persons
Lebanon,Youth population from 15 to 24,Male,2017,502.145,Thousands,Persons
Lebanon,Youth population from 15 to 24,Male,2018,492.416,Thousands,Persons
Lebanon,Youth population from 15 to 24,Male,2019,490.836,Thousands,Persons
Lebanon,Youth population from 15 to 24,Male,2020,490.418,Thousands,Persons
Lebanon,Youth population from 15 to 24,Male,2021,487.016,Thousands,Persons
Lebanon,Youth population from 15 to 24,Male,2022,479.703,Thousands,Persons
Lebanon,Youth population from 15 to 24,Male,2023,468.353,Thousands,Persons
Malaysia,Youth population from 15 to 24,Female,2005,2455.765,Thousands,Persons
Malaysia,Youth population from 15 to 24,Female,2006,2541.276,Thousands,Persons
Malaysia,Youth population from 15 to 24,Female,2007,2621.115,Thousands,Persons
Malaysia,Youth population from 15 to 24,Female,2008,2692.521,Thousands,Persons
Malaysia,Youth population from 15 to 24,Female,2009,2753.276,Thousands,Persons
Malaysia,Youth population from 15 to 24,Female,2010,2791.403,Thousands,Persons
Malaysia,Youth population from 15 to 24,Female,2011,2807.36,Thousands,Persons
Malaysia,Youth population from 15 to 24,Female,2012,2813.574,Thousands,Persons
Malaysia,Youth population from 15 to 24,Female,2013,2812.152,Thousands,Persons
Malaysia,Youth population from 15 to 24,Female,2014,2805.767,Thousands,Persons
Malaysia,Youth population from 15 to 24,Female,2015,2795.883,Thousands,Persons
Malaysia,Youth population from 15 to 24,Female,2016,2785.363,Thousands,Persons
Malaysia,Youth population from 15 to 24,Female,2017,2772.934,Thousands,Persons
Malaysia,Youth population from 15 to 24,Female,2018,2753.067,Thousands,Persons
Malaysia,Youth population from 15 to 24,Female,2019,2729.077,Thousands,Persons
Malaysia,Youth population from 15 to 24,Female,2020,2707.783,Thousands,Persons
Malaysia,Youth population from 15 to 24,Female,2021,2690.246,Thousands,Persons
Malaysia,Youth population from 15 to 24,Female,2022,2673.84,Thousands,Persons
Malaysia,Youth population from 15 to 24,Female,2023,2652.878,Thousands,Persons
Malaysia,Youth population from 15 to 24,Male,2005,2651.816,Thousands,Persons
Malaysia,Youth population from 15 to 24,Male,2006,2742.869,Thousands,Persons
Malaysia,Youth population from 15 to 24,Male,2007,2822.773,Thousands,Persons
Malaysia,Youth population from 15 to 24,Male,2008,2890.249,Thousands,Persons
Malaysia,Youth population from 15 to 24,Male,2009,2945.463,Thousands,Persons
Malaysia,Youth population from 15 to 24,Male,2010,2974.693,Thousands,Persons
Malaysia,Youth population from 15 to 24,Male,2011,2979.502,Thousands,Persons
Malaysia,Youth population from 15 to 24,Male,2012,2976.852,Thousands,Persons
Malaysia,Youth population from 15 to 24,Male,2013,2969.485,Thousands,Persons
Malaysia,Youth population from 15 to 24,Male,2014,2960.105,Thousands,Persons
Malaysia,Youth population from 15 to 24,Male,2015,2949.912,Thousands,Persons
Malaysia,Youth population from 15 to 24,Male,2016,2941.122,Thousands,Persons
Malaysia,Youth population from 15 to 24,Male,2017,2931.367,Thousands,Persons
Malaysia,Youth population from 15 to 24,Male,2018,2912.952,Thousands,Persons
Malaysia,Youth population from 15 to 24,Male,2019,2887.427,Thousands,Persons
Malaysia,Youth population from 15 to 24,Male,2020,2862.985,Thousands,Persons
Malaysia,Youth population from 15 to 24,Male,2021,2843.039,Thousands,Persons
Malaysia,Youth population from 15 to 24,Male,2022,2824.959,Thousands,Persons
Malaysia,Youth population from 15 to 24,Male,2023,2802.29,Thousands,Persons
Mauritius,Youth population from 15 to 24,Female,2005,100.478,Thousands,Persons
Mauritius,Youth population from 15 to 24,Female,2006,99.523,Thousands,Persons
Mauritius,Youth population from 15 to 24,Female,2007,99.202,Thousands,Persons
Mauritius,Youth population from 15 to 24,Female,2008,99.511,Thousands,Persons
Mauritius,Youth population from 15 to 24,Female,2009,100.026,Thousands,Persons
Mauritius,Youth population from 15 to 24,Female,2010,100.481,Thousands,Persons
Mauritius,Youth population from 15 to 24,Female,2011,100.846,Thousands,Persons
Mauritius,Youth population from 15 to 24,Female,2012,101.064,Thousands,Persons
Mauritius,Youth population from 15 to 24,Female,2013,100.787,Thousands,Persons
Mauritius,Youth population from 15 to 24,Female,2014,100.403,Thousands,Persons
Mauritius,Youth population from 15 to 24,Female,2015,99.936,Thousands,Persons
Mauritius,Youth population from 15 to 24,Female,2016,99.093,Thousands,Persons
Mauritius,Youth population from 15 to 24,Female,2017,98.078,Thousands,Persons
Mauritius,Youth population from 15 to 24,Female,2018,96.928,Thousands,Persons
Mauritius,Youth population from 15 to 24,Female,2019,95.96,Thousands,Persons
Mauritius,Youth population from 15 to 24,Female,2020,95.295,Thousands,Persons
Mauritius,Youth population from 15 to 24,Female,2021,94.451,Thousands,Persons
Mauritius,Youth population from 15 to 24,Female,2022,93.399,Thousands,Persons
Mauritius,Youth population from 15 to 24,Female,2023,92.469,Thousands,Persons
Mauritius,Youth population from 15 to 24,Male,2005,102.321,Thousands,Persons
Mauritius,Youth population from 15 to 24,Male,2006,101.371,Thousands,Persons
Mauritius,Youth population from 15 to 24,Male,2007,101.03,Thousands,Persons
Mauritius,Youth population from 15 to 24,Male,2008,101.284,Thousands,Persons
Mauritius,Youth population from 15 to 24,Male,2009,101.721,Thousands,Persons
Mauritius,Youth population from 15 to 24,Male,2010,102.075,Thousands,Persons
Mauritius,Youth population from 15 to 24,Male,2011,102.311,Thousands,Persons
Mauritius,Youth population from 15 to 24,Male,2012,102.392,Thousands,Persons
Mauritius,Youth population from 15 to 24,Male,2013,101.943,Thousands,Persons
Mauritius,Youth population from 15 to 24,Male,2014,101.404,Thousands,Persons
Mauritius,Youth population from 15 to 24,Male,2015,100.812,Thousands,Persons
Mauritius,Youth population from 15 to 24,Male,2016,99.826,Thousands,Persons
Mauritius,Youth population from 15 to 24,Male,2017,98.687,Thousands,Persons
Mauritius,Youth population from 15 to 24,Male,2018,97.459,Thousands,Persons
Mauritius,Youth population from 15 to 24,Male,2019,96.453,Thousands,Persons
Mauritius,Youth population from 15 to 24,Male,2020,95.77,Thousands,Persons
Mauritius,Youth population from 15 to 24,Male,2021,94.909,Thousands,Persons
Mauritius,Youth population from 15 to 24,Male,2022,93.85,Thousands,Persons
Mauritius,Youth population from 15 to 24,Male,2023,92.948,Thousands,Persons
Mongolia,Youth population from 15 to 24,Female,2005,286.145,Thousands,Persons
Mongolia,Youth population from 15 to 24,Female,2006,289.389,Thousands,Persons
Mongolia,Youth population from 15 to 24,Female,2007,290.277,Thousands,Persons
Mongolia,Youth population from 15 to 24,Female,2008,288.784,Thousands,Persons
Mongolia,Youth population from 15 to 24,Female,2009,285.303,Thousands,Persons
Mongolia,Youth population from 15 to 24,Female,2010,280.452,Thousands,Persons
Mongolia,Youth population from 15 to 24,Female,2011,275.387,Thousands,Persons
Mongolia,Youth population from 15 to 24,Female,2012,269.906,Thousands,Persons
Mongolia,Youth population from 15 to 24,Female,2013,263.286,Thousands,Persons
Mongolia,Youth population from 15 to 24,Female,2014,255.799,Thousands,Persons
Mongolia,Youth population from 15 to 24,Female,2015,248.02,Thousands,Persons
Mongolia,Youth population from 15 to 24,Female,2016,240.515,Thousands,Persons
Mongolia,Youth population from 15 to 24,Female,2017,233.875,Thousands,Persons
Mongolia,Youth population from 15 to 24,Female,2018,229.526,Thousands,Persons
Mongolia,Youth population from 15 to 24,Female,2019,226.308,Thousands,Persons
Mongolia,Youth population from 15 to 24,Female,2020,223.226,Thousands,Persons
Mongolia,Youth population from 15 to 24,Female,2021,222.089,Thousands,Persons
Mongolia,Youth population from 15 to 24,Female,2022,224.39,Thousands,Persons
Mongolia,Youth population from 15 to 24,Female,2023,230.477,Thousands,Persons
Mongolia,Youth population from 15 to 24,Male,2005,291.231,Thousands,Persons
Mongolia,Youth population from 15 to 24,Male,2006,294.921,Thousands,Persons
Mongolia,Youth population from 15 to 24,Male,2007,296.476,Thousands,Persons
Mongolia,Youth population from 15 to 24,Male,2008,295.762,Thousands,Persons
Mongolia,Youth population from 15 to 24,Male,2009,293.1,Thousands,Persons
Mongolia,Youth population from 15 to 24,Male,2010,288.982,Thousands,Persons
Mongolia,Youth population from 15 to 24,Male,2011,284.183,Thousands,Persons
Mongolia,Youth population from 15 to 24,Male,2012,278.503,Thousands,Persons
Mongolia,Youth population from 15 to 24,Male,2013,271.568,Thousands,Persons
Mongolia,Youth population from 15 to 24,Male,2014,263.793,Thousands,Persons
Mongolia,Youth population from 15 to 24,Male,2015,255.827,Thousands,Persons
Mongolia,Youth population from 15 to 24,Male,2016,248.256,Thousands,Persons
Mongolia,Youth population from 15 to 24,Male,2017,241.63,Thousands,Persons
Mongolia,Youth population from 15 to 24,Male,2018,237.582,Thousands,Persons
Mongolia,Youth population from 15 to 24,Male,2019,234.725,Thousands,Persons
Mongolia,Youth population from 15 to 24,Male,2020,231.976,Thousands,Persons
Mongolia,Youth population from 15 to 24,Male,2021,231.389,Thousands,Persons
Mongolia,Youth population from 15 to 24,Male,2022,234.366,Thousands,Persons
Mongolia,Youth population from 15 to 24,Male,2023,241.19,Thousands,Persons
Myanmar,Youth population from 15 to 24,Female,2005,4579.162,Thousands,Persons
Myanmar,Youth population from 15 to 24,Female,2006,4572.789,Thousands,Persons
Myanmar,Youth population from 15 to 24,Female,2007,4562.044,Thousands,Persons
Myanmar,Youth population from 15 to 24,Female,2008,4541.044,Thousands,Persons
Myanmar,Youth population from 15 to 24,Female,2009,4515.578,Thousands,Persons
Myanmar,Youth population from 15 to 24,Female,2010,4497.315,Thousands,Persons
Myanmar,Youth population from 15 to 24,Female,2011,4489.542,Thousands,Persons
Myanmar,Youth population from 15 to 24,Female,2012,4490.623,Thousands,Persons
Myanmar,Youth population from 15 to 24,Female,2013,4495.676,Thousands,Persons
Myanmar,Youth population from 15 to 24,Female,2014,4496.596,Thousands,Persons
Myanmar,Youth population from 15 to 24,Female,2015,4489.791,Thousands,Persons
Myanmar,Youth population from 15 to 24,Female,2016,4483.065,Thousands,Persons
Myanmar,Youth population from 15 to 24,Female,2017,4480.533,Thousands,Persons
Myanmar,Youth population from 15 to 24,Female,2018,4475.689,Thousands,Persons
Myanmar,Youth population from 15 to 24,Female,2019,4465.609,Thousands,Persons
Myanmar,Youth population from 15 to 24,Female,2020,4455.408,Thousands,Persons
Myanmar,Youth population from 15 to 24,Female,2021,4446.646,Thousands,Persons
Myanmar,Youth population from 15 to 24,Female,2022,4438.9,Thousands,Persons
Myanmar,Youth population from 15 to 24,Female,2023,4430.691,Thousands,Persons
Myanmar,Youth population from 15 to 24,Male,2005,4739.898,Thousands,Persons
Myanmar,Youth population from 15 to 24,Male,2006,4735.434,Thousands,Persons
Myanmar,Youth population from 15 to 24,Male,2007,4726.44,Thousands,Persons
Myanmar,Youth population from 15 to 24,Male,2008,4707.933,Thousands,Persons
Myanmar,Youth population from 15 to 24,Male,2009,4684.273,Thousands,Persons
Myanmar,Youth population from 15 to 24,Male,2010,4665.976,Thousands,Persons
Myanmar,Youth population from 15 to 24,Male,2011,4657.953,Thousands,Persons
Myanmar,Youth population from 15 to 24,Male,2012,4658.907,Thousands,Persons
Myanmar,Youth population from 15 to 24,Male,2013,4664.382,Thousands,Persons
Myanmar,Youth population from 15 to 24,Male,2014,4666.163,Thousands,Persons
Myanmar,Youth population from 15 to 24,Male,2015,4660.644,Thousands,Persons
Myanmar,Youth population from 15 to 24,Male,2016,4655.77,Thousands,Persons
Myanmar,Youth population from 15 to 24,Male,2017,4655.829,Thousands,Persons
Myanmar,Youth population from 15 to 24,Male,2018,4653.925,Thousands,Persons
Myanmar,Youth population from 15 to 24,Male,2019,4646.489,Thousands,Persons
Myanmar,Youth population from 15 to 24,Male,2020,4638.775,Thousands,Persons
